date,Age,Air Conditioner Price,Cosmetics,Employment Rate,Inflation,Bank loan rate,Forex rate,confidence,health,weakness,trajectory,news,Economic development,market,onsite,applicant,drive,wage,active,rental,annuity,rebate,goal,restaurant,takeaway,training,childcare,care,career opportunities,cost of living,economic policies,freelancing,government jobs,loan interest,market prices,national economy,power cut schedule,train schedule,train ticket price,/m/01q82,/g/1211cg58,/m/012_3l,/m/0gfps3,/g/11gbfbpzht
2019-09-01,73,30,43,80,25,54,49,82,54,36,36,48,62,73,59,70,93,53,73,79,94,38,37,76,59,73,56,82,52,24,35,35,35,64,43,52,0,41,62,24,0,96,67,2
2019-10-01,65,40,48,70,25,79,49,77,54,30,33,47,57,77,64,75,85,53,82,76,77,33,29,79,59,74,57,80,47,22,35,42,35,75,41,48,0,42,58,35,17,95,62,2
2019-11-01,69,56,67,67,24,40,47,73,47,63,32,50,61,77,57,65,87,52,75,73,62,29,24,78,57,73,54,77,51,21,31,49,35,57,40,49,0,41,59,17,16,75,57,2
2019-12-01,68,62,47,30,15,32,43,56,41,51,24,52,34,76,48,58,77,44,74,81,42,26,26,86,63,57,42,68,42,25,29,35,27,44,39,0,0,42,60,12,0,31,35,2
2020-01-01,79,64,37,49,16,48,36,60,43,43,23,62,36,73,62,66,85,48,82,88,49,29,25,84,64,75,56,80,41,32,0,37,37,57,42,27,0,47,71,12,0,31,39,2
2020-02-01,76,46,37,67,20,52,46,68,53,38,29,55,49,76,60,71,95,58,85,86,50,32,26,80,55,77,67,83,54,37,29,43,39,62,48,51,0,40,48,14,24,58,60,2
2020-03-01,83,16,29,69,24,100,74,67,87,40,100,100,50,100,51,61,83,67,73,67,61,31,25,49,60,69,67,82,52,23,41,47,45,86,100,45,0,19,24,53,100,64,100,2
2020-04-01,83,17,40,62,24,67,55,69,67,44,57,70,54,75,38,56,79,48,81,58,66,31,24,30,98,66,66,79,45,21,37,35,37,70,64,41,0,9,0,28,33,59,76,2
2020-05-01,81,29,41,79,27,64,49,78,61,43,42,55,54,74,49,57,91,51,94,64,67,38,27,44,100,72,53,82,50,20,67,41,34,69,57,73,0,10,18,24,24,74,71,2
2020-06-01,77,31,45,72,25,59,65,79,61,43,42,60,55,74,57,62,96,56,94,71,78,46,30,76,79,77,73,86,65,20,55,36,39,73,50,42,0,12,21,20,0,61,59,1
2020-07-01,89,32,44,44,21,55,72,68,64,44,33,74,43,63,54,83,86,51,100,62,66,40,32,69,80,72,63,83,43,17,18,43,35,69,42,36,0,12,14,13,0,35,47,1
2020-08-01,84,29,37,66,27,50,61,78,66,43,44,68,47,64,58,66,82,45,98,58,72,30,37,58,83,74,79,87,55,20,57,52,33,62,45,38,0,13,0,17,0,38,55,1
2020-09-01,86,44,38,67,23,49,68,87,62,39,41,61,56,66,56,61,87,48,99,61,65,30,36,67,77,71,57,83,45,20,45,59,34,63,53,61,0,14,9,18,22,35,56,1
2020-10-01,80,45,38,36,21,48,57,86,56,42,40,66,42,63,60,59,79,55,94,60,56,32,35,75,80,66,59,82,38,17,57,40,34,61,42,39,0,13,16,16,0,28,45,1
