date,Age,Air Conditioner Price,Cosmetics,Employment Rate,Inflation,Bank loan rate,Forex rate,confidence,health,weakness,trajectory,news,Economic development,market,onsite,applicant,drive,wage,active,rental,annuity,rebate,goal,restaurant,takeaway,training,childcare,care,career opportunities,cost of living,economic policies,freelancing,government jobs,loan interest,market prices,national economy,power cut schedule,train schedule,train ticket price
2021-03-01,36,0,52,0,33,0,0,60,40,42,22,42,29,35,20,36,72,36,69,36,20,56,19,52,31,42,16,51,48,49,0,54,20,17,29,0,0,0,0
2021-04-01,37,0,63,0,28,0,0,63,43,47,21,43,26,34,28,45,64,36,69,40,23,40,20,57,39,47,11,47,100,57,0,0,29,17,38,0,0,23,0
2021-05-01,35,0,61,0,34,0,0,60,39,46,23,37,37,46,25,22,65,37,73,42,16,46,19,64,47,41,13,46,91,55,0,0,0,18,48,0,0,0,0
2021-06-01,38,0,55,0,33,0,0,60,42,46,24,42,16,42,23,49,67,41,70,42,22,53,22,62,33,46,18,51,79,47,0,0,19,21,0,0,0,26,0
2021-07-01,42,0,57,0,35,0,0,65,43,49,0,40,17,36,28,57,59,37,66,41,11,55,19,65,42,45,13,49,64,58,0,64,32,18,32,0,0,0,0
2021-08-01,37,0,56,0,34,0,0,63,41,49,47,43,19,34,26,29,70,37,62,36,15,40,19,62,35,43,16,56,37,55,0,0,39,16,0,0,0,0,0
2021-09-01,34,0,51,0,34,0,0,72,39,31,29,37,20,30,53,40,78,36,56,35,18,59,21,57,41,44,13,52,36,49,0,0,34,17,27,0,0,0,0
2021-10-01,31,0,50,0,35,0,0,71,39,31,31,38,29,31,47,79,70,36,56,36,18,53,19,58,39,50,28,61,31,46,0,0,43,22,42,0,0,26,0
2021-11-01,35,0,61,0,43,0,0,64,43,32,34,45,27,33,34,51,69,38,61,40,23,45,20,67,58,42,15,63,36,49,0,59,0,26,33,0,0,28,0
2021-12-01,38,0,69,0,47,0,0,75,45,47,30,52,0,38,33,47,62,45,65,48,17,48,17,79,48,44,32,54,28,62,0,0,34,22,39,0,0,0,0
2022-01-01,46,0,62,0,42,0,0,82,51,63,30,51,30,38,53,46,80,50,72,47,21,36,20,62,47,44,25,57,60,77,0,0,33,29,43,0,0,0,0
2022-02-01,39,0,55,0,39,0,0,79,46,53,29,58,54,35,44,48,89,46,64,42,19,45,22,63,41,44,22,56,60,72,0,0,37,28,36,0,0,23,0
2022-03-01,40,0,53,19,100,0,0,85,48,45,20,57,31,34,50,88,93,54,72,46,25,64,21,65,41,45,31,62,64,78,0,43,25,27,45,0,0,20,0
2022-04-01,42,0,52,0,63,0,0,85,45,49,34,42,39,34,38,85,86,43,69,42,31,45,20,72,38,43,16,67,93,91,0,0,17,23,25,0,0,28,0
2022-05-01,39,0,57,0,61,0,0,79,44,44,27,38,43,32,34,53,87,42,70,35,18,51,20,64,32,41,26,68,81,61,0,31,33,22,28,0,0,18,0
2022-06-01,41,0,51,0,63,0,0,72,49,49,28,37,40,32,42,67,86,43,64,37,11,39,20,63,33,43,25,66,83,74,0,41,35,25,47,0,0,20,0
2022-07-01,52,0,60,0,66,0,0,86,43,58,31,38,20,32,48,43,75,46,67,44,27,48,21,69,40,50,19,63,87,85,0,0,22,20,41,0,0,33,0
2022-08-01,41,0,55,14,66,0,0,75,45,50,22,39,31,33,41,93,90,41,70,34,19,58,23,71,35,50,25,58,46,78,0,0,35,18,32,0,0,27,0
2022-09-01,36,0,52,0,59,0,0,75,43,44,47,40,14,31,55,56,94,36,63,30,20,60,23,56,39,44,17,53,52,59,44,0,26,13,35,0,0,24,0
2022-10-01,36,0,50,0,93,0,0,76,41,46,41,37,40,31,59,54,88,42,66,32,16,61,22,57,34,37,18,55,54,66,0,35,27,24,39,0,0,30,0
